,paperID,pos_score,sent_pos,text
386,soylent-uist2010.,0.004316202364861965,386,"These kinds of errors would be dangerous to expose to the user, because the user might likewise not realize that there is a small error in the work."
62,soylent-uist2010.,0.0039939964190125465,62,'s PEST [23] uses Mechanical Turk to vet advertisement recommendations.
15,soylent-uist2010.,0.003962937276810408,15,We ask friends to answer questions that we cannot Permission to make digital or hard copies of all or part of this work for personal or classroom use is granted without fee provided that copies are not made or distributed for profit or commercial advantage and that copies bear this notice and the full citation on the first page.
396,soylent-uist2010.,0.0039022848941385746,396,"We counter that in fact all current document processing tasks also incur significant cost (in terms of computing infrastructure, time, software and salaries); the only difference is that interface outsourcing precisely quantifies the price of each small unit of work."
373,soylent-uist2010.,0.0035678488202393055,373,Don't you feel a bit lonely? [...]
194,soylent-uist2010.,0.003555042203515768,194,The Fix stage recruits workers to revise a patch.
301,soylent-uist2010.,0.0035025638062506914,301,It continued to produce cuts between 70–80% with each iteration.
267,soylent-uist2010.,0.003265819512307644,267,"$9.72 362 workers 44 – 52 min A previous board member, Steve Burleigh, created our web site last year and gave me alot of ideas."
223,soylent-uist2010.,0.0031367328483611345,223,We begin by splitting the input region into paragraphs.
346,soylent-uist2010.,0.0029604861047118902,346,Can Turkers execute the amateur-authored tasks correctly?
37,soylent-uist2010.,0.002931356430053711,37,Find-Fix-Verify splits complex crowd intelligence tasks into a series of generation and review stages that utilize independent agreement and voting to produce reliable results.
200,soylent-uist2010.,0.0029202336445450783,200,We randomize the order of the unique alternatives generated in the Fix stage and ask 3–5 new workers to vote on them (Figure 4).
193,soylent-uist2010.,0.0025629771407693624,193,These are then fed in parallel into the Fix stage.
403,soylent-uist2010.,0.002535807667300105,403,Do the Turkers who participate in Find-Fix-Verify gain any legal rights to the document?
185,soylent-uist2010.,0.002410127315670252,185,"In this section, we propose the Find-Fix-Verify pattern as one method of programming crowds to reliably complete open-ended tasks that directly edit the user's data."
414,soylent-uist2010.,0.002320162020623684,414,"We have introduced one important pattern, FindFix-Verify, which splits complex editing tasks into a series of identification, generation, and verification stages that use independent agreement and voting to produce reliable results."
76,soylent-uist2010.,0.00228204601444304,76,advocate the use of human computation algorithms on Mechanical Turk [16].
316,soylent-uist2010.,0.0020764428190886974,316,The King Ravana (Sri Lanka) built it.
222,soylent-uist2010.,0.002039396669715643,222,"Find-Fix-Verify identifies patches in need of editing, recruits workers to fix the patches, and votes to approve work."
189,soylent-uist2010.,0.002036948688328266,189,"For example, when proofreading, the Find stage asks for at least one phrase or sentence that needs editing (Figure 4)."
370,soylent-uist2010.,0.0020050762686878443,370,"include all When I first visited Yosemite State Park in California, I was a boy."
78,soylent-uist2010.,0.0019781736191362143,78,"It is specifically intended to control lazy and overeager Turkers, identify which edits are tied to the same problem, and visualize them in an interface."
272,soylent-uist2010.,0.0019249336328357458,272,The Example Output column contains example edits from each input.
295,soylent-uist2010.,0.0018284489633515477,295,"To investigate the extent of these issues, we coded all 126 shortening suggestions as to whether they led to a grammatical error."
125,soylent-uist2010.,0.001801105448976159,125,"If the user hovers over the Error Descriptions menu item, the popout menu suggests additional second-opinions of why the error was called out."
328,soylent-uist2010.,0.0017536211526021361,328,"Combined, Word and Soylent flagged 82% of all errors."
286,soylent-uist2010.,0.0016906668897718191,286,Shortn occasionally introduced errors into the paragraph.
282,soylent-uist2010.,0.001575977192260325,282,"Qualitatively, Shortn was most successful when the input had unnecessary text."
202,soylent-uist2010.,0.0015511689707636833,202,"To ensure that Turkers cannot vote for their own work, we ban all Fix workers from participating in the Verify stage."
245,soylent-uist2010.,0.0015073305694386363,245,"To simulate a real-world deployment, we ran the algorithms with a timeout enabled and set to twenty minutes."
192,soylent-uist2010.,0.001462173298932612,192,"the interface needs a default choice, Soylent keeps patches where at least 20% of the workers agree."
151,soylent-uist2010.,0.001454238430596888,151,Challenges in Programming with Crowd Workers We are primarily concerned with tasks where workers directly edit a user's data in an open-ended manner.
305,soylent-uist2010.,0.00143029959872365,305,"We manually labeled all spelling, grammatical and style errors in each of the five inputs, identifying a total of 49 errors."
132,soylent-uist2010.,0.0014060946414247155,132,Launching the Human Macro opens a request form (Figure 3).
124,soylent-uist2010.,0.0013458257308229804,124,"By clicking on the desired alternative, the user replaces the incorrect text with an option of his or her choice."
413,soylent-uist2010.,0.0013393510598689318,413,"Implementing these kinds of interfaces requires new software programming patterns for interface software, since crowds behave differently than computer systems."
102,soylent-uist2010.,0.0013333316892385483,102,The user can then launch the Shortn dialog box (Figure 1).
216,soylent-uist2010.,0.0012922785244882107,216,Find-Fix-Verify in Soylent Both Shortn and Crowdproof use the Find-Fix-Verify pattern.
89,soylent-uist2010.,0.001269958564080298,89,"Shortn's approach, which can rewrite or cut parts of sentences, is an example of sentence compression, an area of active recent research [5, 12] that suffers from a lack of training data [4]."
242,soylent-uist2010.,0.001223836443386972,242,"Our goal was to see how much Shortn could shorten text, as well as its associated cost and time characteristics."
129,soylent-uist2010.,0.0012168367393314838,129,"While natural language command interfaces continue to struggle with unconstrained input over a large search space, humans are good at understanding written instructions."
99,soylent-uist2010.,0.0012015447719022632,99,Soylent's Shortn interface allows authors to condense sections of text.
268,soylent-uist2010.,0.0011263020569458604,268,"For this year, I found a web site called eTeamZ that hosts web sites for sports groups."
138,soylent-uist2010.,0.0010915815364569426,138,"If the user selected text before opening the dialog, he has the option to split the task by each sentence or paragraph, so (for example) the task might be parallelized across all entries on a list."
26,soylent-uist2010.,0.0010867281816899776,26,Soylent aids the writing process by integrating paid crowd workers from Amazon's Mechanical Turk platform1 into Microsoft Word.
409,soylent-uist2010.,0.0010323208989575505,409,"However, a large subset of editing tasks only requires generic editing skills."
325,soylent-uist2010.,0.0009924274636432528,325,We ruled that Crowdproof had caught an error if one of the identified patches contained the error.
389,soylent-uist2010.,0.0009801897685974836,389,"We touch on resulting issues of wait time, cost, legal ownership, privacy, and domain knowledge."
140,soylent-uist2010.,0.0009783734567463398,140,The Human Macro helps debug the task by allowing a test run on one sentence or paragraph.
250,soylent-uist2010.,0.000973410380538553,250,"In all tasks, it was possible for the algorithm to stall while waiting for workers, having a large effect on averages."
392,soylent-uist2010.,0.0009616045863367617,392,"While future growth in crowdsourced work will likely shorten lag times, this is an important avenue of future work."
217,soylent-uist2010.,0.0009597586467862129,217,We will use Shortn as an illustrative example.
382,soylent-uist2010.,0.0009531239629723132,382,"With accuracy, we again see that roughly 30% of work contained an error."
107,soylent-uist2010.,0.0009308554581366479,107,Areas of text that have been edited or removed are highlighted in red in the visualization.
115,soylent-uist2010.,0.0009247191483154893,115,Crowdproof is essentially a distributed proofreader operating for cents per task.
71,soylent-uist2010.,0.0009120635222643614,71,"found that Mechanical Turk had two major populations: well-educated, moderate-income Americans, and young, well-educated but less wealthy workers from India [22]."
83,soylent-uist2010.,0.0009025222971104085,83,Shortn allows users to adjust the length of a paragraph via a slider.
187,soylent-uist2010.,0.0008987619658000767,187,Find-Fix-Verify The Find-Fix-Verify pattern separates open-ended tasks into three stages where workers can make clear contributions.
251,soylent-uist2010.,0.0008604357717558742,251,"Therefore, we report medians, which are more robust to outliers."
172,soylent-uist2010.,0.0008555848617106676,172,"Eager Beavers go beyond the task requirements in order to be helpful, but create further work for the user in the process."
208,soylent-uist2010.,0.000852661207318306,208,"Had each Turker edited the entire paragraph, we would not know which edits were trying to fix the same problem."
336,soylent-uist2010.,0.000835011771414429,336,Crowdproof's most common problem was missing a minor error that was in the same patch as a more egregious error.
176,soylent-uist2010.,0.0008249867823906243,176,It would be problematic to funnel such work back to the user.
23,soylent-uist2010.,0.0008245304343290627,23,We hypothesize that crowd workers with a basic knowledge of written English can support both novice and expert writers.
393,soylent-uist2010.,0.000808088225312531,393,"It may be possible to explicitly engineer for responsiveness in return for higher monetary investment, or to keep workers on retainer with distractor tasks until needed [3]."
167,soylent-uist2010.,0.0007998659857548773,167,A first challenge is thus to discourage or prevent workers from such behavior.
74,soylent-uist2010.,0.0007925753016024828,74,"Heer and Bostock explored Mechanical Turk as a testbed for graphical perception experiments, finding reliable results when they implemented basic measures like qualification tests [10]."
331,soylent-uist2010.,0.0007907709805294871,331,Crowdproof was effective at fixing errors that it found.
120,soylent-uist2010.,0.000789655081462115,120,Crowdproof is a human-augmented proofreader.
66,soylent-uist2010.,0.0007878129836171865,66,Standard Minds backed by Mechanical Turk that accepts plain text via a web form and returns edits one day later.
156,soylent-uist2010.,0.0007797721191309392,156,"Clearly, a 30% error rate is unacceptable to the end user."
278,soylent-uist2010.,0.0007773363613523543,278,The average paragraph cost $1.41 to shorten under our pay model.
130,soylent-uist2010.,0.0007715884130448103,130,The Human Macro is Soylent's natural language command interface.
372,soylent-uist2010.,0.0007711643702350557,372,"Think about how you launch programs, edit documents, and browse the web."
252,soylent-uist2010.,0.0007480655913241208,252,Results Shortn produced revisions that were 78%–90% of the original document length.
390,soylent-uist2010.,0.0007400432368740439,390,"In our vision of interface outsourcing, authors have immediate access to a pool of human expertise."
179,soylent-uist2010.,0.0007400114554911852,179,Turkers Introduce Errors Turkers working on complex tasks can accidentally introduce substantial new errors.
139,soylent-uist2010.,0.0007367076468653977,139,The user then chooses how many separate Turkers he would like to complete the task.
96,soylent-uist2010.,0.0007351795793510973,96,Other writers write overly wordy prose and need help editing.
275,soylent-uist2010.,0.0007246510358527303,275,We estimate overall work time by examining the median amount of time a worker spent in each stage of the Find-Fix-Verify process.
131,soylent-uist2010.,0.000701805402059108,131,Soylent users can use it to request arbitrary work quickly in human language.
241,soylent-uist2010.,0.00069467443972826,241,Shortn Evaluation We evaluated Shortn quantitatively by running it on example texts.
310,soylent-uist2010.,0.0006905364571139216,310,"However, while GUI made using computers be more intuitive and easier to learn, it didn't let people be able to control computers efficiently."
258,soylent-uist2010.,0.000656682183034718,258,"The vast majority of Shortn's running time is currently spent waiting, because it can take minutes or hours for Turkers to find and accept the task."
57,soylent-uist2010.,0.0006528249359689653,57,Google Suggest mines query logs to speed and direct new queries.
27,soylent-uist2010.,0.0006482626195065677,27,Soylent is people: its core algorithms involve calls to Mechanical Turk workers (Turkers).
391,soylent-uist2010.,0.0006455970578826964,391,"Lag times in our current implementation are still on the order of minutes to hours, due to worker demographics, worker availability, the relative attractiveness of our tasks, and so on."
146,soylent-uist2010.,0.0006429150234907866,146,comment bubbles anchored on the selected text by utilizing Word's reviewing comments interface.
277,soylent-uist2010.,0.0006286227144300938,277,"As Mechanical Turk grows, users may see shortening tasks approaching a limit of two minutes."
164,soylent-uist2010.,0.0006267233402468264,164,In my mind for a theme to be pervasive is must be present during every element of the story.
2,soylent-uist2010.,0.0006180877098813653,2,"Authoring tools offer help with pragmatics, but for higher-level help, writers commonly turn to other people."
213,soylent-uist2010.,0.0006161598139442503,213,Verification trades off time lag with quality: a user who can tolerate more error but needs less time lag might opt not to verify work or use fewer verification workers.
64,soylent-uist2010.,0.0006156151066534221,64,"Soylent extends this work to more creative, complex tasks where the user can make personalized requests and interact with the returned data by direct manipulation."
170,soylent-uist2010.,0.000614382151979953,170,that forced the Lazy Turker to read the material being studied.
58,soylent-uist2010.,0.0006124602514319122,58,"Soylent is unique in asking paid crowd workers to solve the user's problems, rather than aggregating past activity."
46,soylent-uist2010.,0.0005920998519286513,46,We detail the Find-Fix-Verify pattern that powers Soylent; evaluate the feasibility of our three components; and conclude with a discussion of privacy issues and inherent limitations of our approach.
334,soylent-uist2010.,0.0005837669013999403,334,"Fully 28 of 62 suggestions, or 45%, were ungrammatical."
148,soylent-uist2010.,0.0005792488809674978,148,We introduce the Find-Fix-Verify pattern to improve output quality in the face of uncertain worker quality.
186,soylent-uist2010.,0.000578594277612865,186,We describe the pattern and then explain its use in Soylent.
51,soylent-uist2010.,0.0005755963502451777,51,"Soylent tackles problems that are currently infeasible for AI algorithms, even with abundant data."
73,soylent-uist2010.,0.0005753482109867036,73,Find-FixVerify builds on this notion of requiring verification to control quality.
362,soylent-uist2010.,0.0005746926763094962,362,"As I did so, my eye caught something [...] Example Output I give one final glance around before descending from the barrow."
270,soylent-uist2010.,0.0005731732817366719,270,FAWN-DS extracts two fields from the 160-bit key: the i low order bits of the key (the index bits) and the next 15 low order bits (the key fragment).
162,soylent-uist2010.,0.0005582654848694801,162,The change is highlighted: The theme of loneliness features throughout many scenes in Of Mice and Men and is often the dominant theme of sections during this story.
14,soylent-uist2010.,0.0005370475701056421,14,"In our everyday life, when we need help with complex cognition and manipulation tasks, we often turn to other people."
0,soylent-uist2010.,0.0005333475419320166,0,"Soylent: A Word Processor with a Crowd Inside Björn Hartmann2, Mark S. Ackerman3, David R. Karger1, David Crowell1, Katrina Panovich1 Michael S. Bernstein1, Greg Little1, Robert C. Miller1, 1 MIT CSAIL Cambridge, MA {msbernst, glittle, rcm, karger, dcrowell, kp}@csail.mit.edu 2 Computer Science Division University of California, Berkeley Berkeley, CA bjoern@cs.berkeley.edu 3 Computer Science & Engineering University of Michigan Ann Arbor, MI ackerm@umich.edu ABSTRACT This paper introduces architectural and interaction patterns for integrating crowdsourced human contributions directly into user interfaces."
60,soylent-uist2010.,0.0005295292939990759,60,Soylent builds on work embedding on-demand workforces inside applications and services.
292,soylent-uist2010.,0.0005280654295347631,292,Modern auto-correction techniques could catch many of these errors.
112,soylent-uist2010.,0.0005239294259808958,112,"Crowdproof: Crowdsourced Proofreading Soylent provides a human-aided spelling, grammar and style checking interface called Crowdproof (Figure 2)."
231,soylent-uist2010.,0.0005218457081355155,231,We use majority voting to remove problematic rewrites and to decide if the patch can be removed.
1,soylent-uist2010.,0.0005110844504088163,1,"We focus on writing and editing, complex endeavors that span many levels of conceptual and pragmatic activity."
91,soylent-uist2010.,0.0004984038532711565,91,"Several systems allow users to demonstrate repetitive editing tasks for automatic execution; examples include Eager, TELS, and Cima [6], LAPIS [20], and SmartEdit [15]."
158,soylent-uist2010.,0.0004903491935692728,158,High Variance of Effort Turkers exhibit high variance in the amount of effort they invest in a task.
182,soylent-uist2010.,0.0004898094921372831,182,The Find-Fix-Verify Pattern Our crowdsourced interface algorithms must control the efforts of both the Eager Beaver and Lazy Turker and limit introduction of errors.
240,soylent-uist2010.,0.00048775208415463567,240,"EVALUATION Our initial evaluation sought to establish evidence for Soylent's end-to-end feasibility, as well as to understand the properties of the Find-Fix-Verify design pattern."
236,soylent-uist2010.,0.0004848437965847552,236,This search is a special case of the knapsack problem and can be solved with a polynomial time dynamic programming algorithm.
197,soylent-uist2010.,0.0004706719482783228,197,A small number (3–5) of workers propose revisions.
388,soylent-uist2010.,0.00046984959044493735,388,"Our work suggests that it may be possible to transition from an era where Wizard of Oz techniques were used only as prototyping tools to an era where a ""Wizard of Turk"" can be permanently wired into a system."
214,soylent-uist2010.,0.00046480612945742905,214,One challenge that the Find-Fix-Verify pattern shares with other Mechanical Turk algorithms is that it can stall when workers are slow to accept the task.
6,soylent-uist2010.,0.0004591444740071893,6,ACM Classification: H5.2 [Information interfaces and presentation]: User Interfaces. -
79,soylent-uist2010.,0.00045227661030367017,79,Quinn and Bederson have authored a survey of human computation systems that expands on this brief review [21].
34,soylent-uist2010.,0.0004508507845457643,34,"We expand these contri- 1 http://www.mturk.com butions with feasibility studies of the performance, cost, and time delay of our three main components and a discussion of the limitations of our approach with respect to privacy, delay, cost, and domain knowledge."
173,soylent-uist2010.,0.00043644438846968114,173,"For example, when asked to reword a phrase, one Eager Beaver provided a litany of options: The theme of loneliness features throughout many scenes in Of Mice and Men and is often the principal, significant, primary, preeminent, prevailing, foremost, essential, crucial, vital, critical theme of sections during this story."
266,soylent-uist2010.,0.00043355298112146556,266,"We present WenSo, a tool thatwhich uses lightweight text input to capture richly structured information for later retrieval and navigation in a graphical environment."
274,soylent-uist2010.,0.00042900079279206693,274,"Considering only work time and assuming negligible wait time, Shortn produced cuts within minutes."
55,soylent-uist2010.,0.00040046506910584867,55,FeedMe [1] and Collabio [2] use friends to power recommender systems and tag cloud visualizations.
322,soylent-uist2010.,0.0004003990034107119,322,A report on Crowdproof's runtime characteristics and example output.
257,soylent-uist2010.,0.00039609099621884525,257,"To investigate time characteristics, we separate the notion of wait time from work time."
398,soylent-uist2010.,0.00039043903234414756,398,"Regarding privacy, Soylent exposes the author's document to third party workers without knowing the workers' identities."
254,soylent-uist2010.,0.0003875363618135452,254,Table I summarizes and gives examples of Shortn's behavior.
87,soylent-uist2010.,0.00037576924660243094,87,"Soylent's Shortn component is related to document summarization, which has also received substantial research attention [18]."
155,soylent-uist2010.,0.0003714002959895879,155,"This ""30% rule"" is supported by the experimental section of this paper as well."
28,soylent-uist2010.,0.0003641723014879972,28,"Soylent is comprised of three main components: 1) Shortn, a text shortening service that cuts selected text down to 85% of its original length typically without changing the meaning of the text or introducing errors."
143,soylent-uist2010.,0.00036307782283984125,143,"If the user chooses to annotate, the feedback populates Figure 3."
364,soylent-uist2010.,0.0003593384462874383,364,"Go to a site which hsa CC licensed images [...]"" CS: ""Please tell me how to make this paragraph communicate better."
160,soylent-uist2010.,0.00035867231781594455,160,The Lazy Turker does as little work as necessary to get paid.
207,soylent-uist2010.,0.00035066803684458137,207,"Additionally, splitting Find and Fix enables us to merge work completed in parallel."
147,soylent-uist2010.,0.0003494748962111771,147,TECHNIQUES FOR PROGRAMMING CROWDS This section characterizes the challenges of leveraging crowd labor for open-ended document editing tasks.
183,soylent-uist2010.,0.0003330402832943946,183,"Absent suitable control techniques, the rate of problematic edits is too high to be useful."
349,soylent-uist2010.,0.000314259814331308,349,"We showed each user one of the five prompts, consisting of an example input and output pair."
333,soylent-uist2010.,0.00031291061895899475,333,"To investigate the impact of the Verify stage, we labeled each unique correction that Turkers suggested as grammatical or not."
43,soylent-uist2010.,0.000304908724501729,43,This interface-for-hire model has benefits and limitations that we explore in this paper.
157,soylent-uist2010.,0.00030384535784833133,157,"To address the problem, it is important to understand the nature of unsatisfactory responses."
33,soylent-uist2010.,0.0003026606282219291,33,"This paper contributes the design of one such system, an implementation embedded in Microsoft Word, and a programming pattern that increases the reliability of paid crowd workers on complex tasks."
65,soylent-uist2010.,0.00029910559533163905,65,Proofreading is emerging as a common task on Mechanical offers a proofreading service Turk.
22,soylent-uist2010.,0.00029563443968072534,22,"As a step toward integrating this human expertise permanently into our writing tools, we present Soylent, a word processing interface that utilizes crowd contributions to aid complex writing tasks ranging from error prevention and paragraph shortening to automation of tasks like citation searches and tense changes."
340,soylent-uist2010.,0.0002946086460724473,340,Crowdproof shared many running characteristics with Shortn.
93,soylent-uist2010.,0.0002883877605199814,93,"SOYLENT Soylent is a prototype crowdsourced word processing interface with three features: shortening, proofreading, and arbitrary macro tasks via human-language input."
69,soylent-uist2010.,0.0002858519437722862,69,Soylent's usage of human computation means that its behavior depends in large part on qualities of crowdsourcing systems and Mechanical Turk in particular.
67,soylent-uist2010.,0.000285000482108444,67,"By contrast, Soylent is embedded in a word processor, has much lower latency, and presents the edits in Microsoft Word's user interface."
50,soylent-uist2010.,0.00027276872424408793,50,Mechanical Turk is already used to collect labeled data for machine vision [26] and natural language processing [25].
133,soylent-uist2010.,0.0002710940025281161,133,The design challenge here is to ensure that the user creates tasks that are scoped correctly for a Mechanical Turk worker.
128,soylent-uist2010.,0.00026896008057519794,128,But tasks conveyed to humans can be written in a much more natural way.
188,soylent-uist2010.,0.00026698922738432884,188,"The first stage, Find, asks Turkers to identify patches of the user's work that need more attention."
88,soylent-uist2010.,0.0002621633466333151,88,"Microsoft Word has a summarization feature that uses sentence extraction, which identifies whole sentences to preserve in a passage and deletes the rest, producing substantial shortening but at a great cost in content."
261,soylent-uist2010.,0.00024957736604847014,261,"So, while our current median total wait time summed across the three stages was 18.5 minutes (1st Quartile Q1 = 8.3 minutes, 3rd Quartile Q3 = 41.6 minutes), we believe that in Input Blog Classic UIST [28] Draft UIST [29] Rambling E-mail Highly Technical Writing [3] Original Length 3 paragraphs 12 sentences 272 words 7 paragraphs 22 sentences 478 words 5 paragraphs 23 sentences 652 words 6 paragraphs 24 sentences 406 words 3 paragraphs 13 sentences 291 words 87% 90% 78% 82% Final Length 83% character length Turk Statistics $4.57 158 workers Time per Paragraph 46 – 57 min $7.45 264 workers 49 – 84 min $7.47 284 workers 52 – 72 min Example Output Print publishers are in a tizzy over Apple's new iPad because they hope to finally be able to charge for their digital editions."
327,soylent-uist2010.,0.0002491344348527491,327,"For comparison, Microsoft Word's grammar checker found 15 errors (30%)."
315,soylent-uist2010.,0.00023932238400448114,315,"Dandu Monara (Flying Peacock, Wooden Peacock), The Flying mMachine able to fly."
8,soylent-uist2010.,0.00023843043891247362,8,"General terms: Design, Human Factors Keywords: Outsourcing, Mechanical Turk, Crowdsourcing INTRODUCTION Word processing is a complex task that touches on many goals of human-computer interaction."
232,soylent-uist2010.,0.000238041378906928,232,"At the end of the Verify stage, we have a set of candidate patches and a list of verified rewrites for each patch."
243,soylent-uist2010.,0.00023788114776834846,243,"We collected five examples of texts that might be sent to Shortn, each between one and seven paragraphs long."
337,soylent-uist2010.,0.00023493297339882702,337,The four errors that Crowdproof failed to fix were all contained in patches with at least one other error; Lazy Turkers fixed only the most noticeable problem.
203,soylent-uist2010.,0.00022818542493041605,203,Pattern Discussion Why should tasks be split into independent Find-Fix-Verify stages?
63,soylent-uist2010.,0.00022740861459169537,63,These systems consist of a single user operation and little or no interaction.
253,soylent-uist2010.,0.00022730306955054402,253,"For reference, a reduction to 85% could slim an 113⁄4 page UIST draft down to 10 pages with no substantial cuts in the content."
77,soylent-uist2010.,0.00022163447283674031,77,Find-Fix-Verify may be viewed as a new design pattern for human computation algorithms.
3,soylent-uist2010.,0.00022127717966213822,3,"We thus present Soylent, a word processing interface that enables writers to call on Mechanical Turk workers to shorten, proofread, and otherwise edit parts of their documents on demand."
381,soylent-uist2010.,0.0002205133787356317,381,Successful users clearly signaled Creative Commons status in the title field of their request.
263,soylent-uist2010.,0.00021846230083610862,263,The metaDESK effort is part of the larger Tangible Bits project.
385,soylent-uist2010.,0.00021844482398591936,385,"For example, in the Tense task, some Turkers changed all but one of the verbs to present tense, and in the List Processing task, sometimes a field would not be correctly capitalized or an Eager Beaver would add too much extra information."
356,soylent-uist2010.,0.00021557607396971434,356,and accuracy (was the result flawless?).
378,soylent-uist2010.,0.0002112229267368093,378,"Terse, error-filled user requests still often led to success."
368,soylent-uist2010.,0.000210667509236373,368,"You can located these by Google Scholar searches and clicking on bibtex."""
